"V1","db","mn","algorithm","homogeneity","commpleteness","vmeasure","adjrand","adjmutual","silhouette","classes"
0,"sharon","{1,3}-mer","AffinityPropagation",0.593029821790617,0.403548310438964,0.48027580554696,0.228652561147502,0.438361270387417,-0.000308005761095178,"Replicate 1"
0,"sharon","{1,3}-mer","GaussianMixture",0.331133688686211,0.397692709063991,0.361373995570086,0.177516828118384,0.345151006441901,0.0655116838029788,"Replicate 1"
0,"sharon","{1,3}-mer","Spectral",0.594334790910508,0.449787769212764,0.512055825587393,0.334634433230347,0.484505029466432,-0.00771530477771116,"Replicate 1"
0,"sharon","{1,3}-mer","BisectingKMeans",0.490797207650591,0.377015943123675,0.426447494969999,0.218830514924708,0.394842596866797,0.00294103752781725,"Replicate 1"
0,"sharon","{1,3}-mer","MiniBatchKMeans",0.589876617489069,0.456883327946611,0.5149314190927,0.344644322700544,0.488027240423407,0.00765880559025098,"Replicate 1"
0,"sharon","{1,3}-mer","KMeans",0.574762332313177,0.464577222988724,0.513829165574315,0.353786246201906,0.488714350181142,0.0212027207601235,"Replicate 1"
0,"sharon","{1,3}-mer","agglomerative.clust",0.623153909870315,0.465216609817979,0.532725839409383,0.323305031398286,0.506100850960506,0.00382641636456419,"Replicate 1"
0,"sharon","{2,2}-mer","AffinityPropagation",0.541678467444261,0.354822982824069,0.428777821815271,0.149968876579434,0.367703008525393,-0.128703272878305,"Replicate 1"
0,"sharon","{2,2}-mer","GaussianMixture",0.377511147117143,0.471795110844325,0.419419760138354,0.249880725157266,0.405838728796974,0.0084938997079123,"Replicate 1"
0,"sharon","{2,2}-mer","Spectral",0.544524353371508,0.423676151084597,0.476558277229712,0.293023595375839,0.447611783443827,-0.0741265005726646,"Replicate 1"
0,"sharon","{2,2}-mer","BisectingKMeans",0.423388318633662,0.352860605291275,0.384920490790338,0.191510529085945,0.353745668703779,-0.0561235316123586,"Replicate 1"
0,"sharon","{2,2}-mer","MiniBatchKMeans",0.555392241970376,0.445710090434932,0.494542702344349,0.308386503432442,0.46717955080974,-0.154480751329636,"Replicate 1"
0,"sharon","{2,2}-mer","KMeans",0.546057084886161,0.487070106658358,0.514879648418573,0.355338819051829,0.493136720496961,-0.0455496689340713,"Replicate 1"
0,"sharon","{2,2}-mer","agglomerative.clust",0.604422025695977,0.4629284274851,0.524296658251061,0.310418806024186,0.497994594859743,-0.128816980327017,"Replicate 1"
0,"sharon","{3,1}-mer","AffinityPropagation",0.46429235414439,0.325214992981303,0.382503938042014,0.14307834930307,0.305746751203162,-0.233007027129139,"Replicate 1"
0,"sharon","{3,1}-mer","GaussianMixture",0.355580410943738,0.465367460533464,0.403132911614908,0.224858921126104,0.389631609475564,-0.0351426796378579,"Replicate 1"
0,"sharon","{3,1}-mer","Spectral",0.505994280109553,0.387655978197858,0.438989875054486,0.245233898524138,0.407214325138469,-0.155244496513669,"Replicate 1"
0,"sharon","{3,1}-mer","BisectingKMeans",0.380561372193278,0.336060091960487,0.356928995664133,0.232984132387372,0.325904819067223,-0.114926586220585,"Replicate 1"
0,"sharon","{3,1}-mer","MiniBatchKMeans",0.551667071361857,0.440373210806191,0.489777288036608,0.340839280738776,0.462463414861518,-0.273406611172689,"Replicate 1"
0,"sharon","{3,1}-mer","KMeans",0.477784111821261,0.506518345594792,0.491731816877683,0.343313872374125,0.473634943240427,-0.206649271004907,"Replicate 1"
0,"sharon","{3,1}-mer","agglomerative.clust",0.527667453249864,0.417576194170856,0.466210733110241,0.302097861648528,0.436895398047908,-0.178713219877026,"Replicate 1"
0,"sharon","{0,4}-mer","AffinityPropagation",0.407535934305334,0.247123006616936,0.307676254289282,0.0437578805420984,0.151054729436689,-0.17538101190877,"Replicate 1"
0,"sharon","{0,4}-mer","GaussianMixture",0.188166663003587,0.379796352300927,0.25165375317646,0.0796509518589041,0.236065615928632,0.297092240825721,"Replicate 1"
0,"sharon","{0,4}-mer","Spectral",0.303038092469531,0.238846817011911,0.267140429833975,0.073902304492176,0.224970013044507,-0.210011076911976,"Replicate 1"
0,"sharon","{0,4}-mer","BisectingKMeans",0.320364219741041,0.303457609882111,0.311681816178482,0.114188851989818,0.278627626235478,-0.122378914847205,"Replicate 1"
0,"sharon","{0,4}-mer","MiniBatchKMeans",0.389679990102898,0.297776358725125,0.337585037126226,0.126629444717898,0.300505072168439,-0.230574268800959,"Replicate 1"
0,"sharon","{0,4}-mer","KMeans",0.284758548834385,0.309581877011617,0.296651825148084,0.131235484237239,0.266362331890076,-0.00547365794686441,"Replicate 1"
0,"sharon","{0,4}-mer","agglomerative.clust",0.328641018403985,0.289430286706552,0.307791879007188,0.111176029442709,0.272616730518364,-0.122555303051161,"Replicate 1"
0,"sharon","{1,3}-mer","AffinityPropagation",0.122348363071167,0.0813238612503012,0.0977044497427065,0.0000529359581185485,-0.000667246509125846,-0.128703272878305,"Replicate 2"
0,"sharon","{1,3}-mer","GaussianMixture",0.0180557916762303,0.0240766247354878,0.0206360117702546,-0.000984161191808282,-0.00165064256598315,0.0254813426666484,"Replicate 2"
0,"sharon","{1,3}-mer","Spectral",0.0637250894811644,0.0492957043189943,0.0555892957948862,-0.000152328778473648,0.000100174927274453,-0.0893283278106948,"Replicate 2"
0,"sharon","{1,3}-mer","BisectingKMeans",0.0551579059258202,0.046304543502949,0.0503449634589547,-0.000476606994084852,0.0000580806774243781,-0.0546914428436507,"Replicate 2"
