"db","mn","algorithm","homogeneity","commpleteness","vmeasure","adjrand","adjmutual","silhouette"
"mockup","{1,3}-mer","KMeans",0.362918789665977,0.299027986131022,0.327889370485223,0.124816239152879,0.289519682701078,0.190398892926204
"mockup","{1,3}-mer","MiniBatchKMeans",0.37439490654785,0.303281030072354,0.335104299365107,0.146550602054133,0.295857453225921,0.149091064858274
"mockup","{1,3}-mer","Spectral",0.378072894580908,0.306974563971357,0.338833964086938,0.162532532823726,0.300367095645332,0.123706913840944
"mockup","{1,3}-mer","agglomerative.clust",0.392881012266717,0.326387797033681,0.356560903050479,0.164824115227224,0.31925195466714,0.204618266344063
"low","{0,4}-mer","AffinityPropagation",0.937559332354459,0.313364325140403,0.469729140866534,0.00353667473273233,0.0115130112679558,0.10756061871697
"low","{0,4}-mer","BisectingKMeans",0.0275767996774735,0.0703294552459379,0.0396187414228077,0.00799248704161028,0.00148850067706808,0.806452011790332
"low","{0,4}-mer","GaussianMixture",0.0138019889846829,0.0438826657686778,0.0209992786520934,0.00287974442984511,-0.00163498079077303,0.766108774317508
"low","{0,4}-mer","KMeans",0.0377127764218103,0.0840027570413643,0.0520554296559872,-0.00464916016546019,0.0114802395021262,0.646605456778339
"low","{0,4}-mer","MiniBatchKMeans",0.0401083144139628,0.0731367689478695,0.0518060905975042,-0.00389194565162264,0.00379700850750554,0.825499700365804
"low","{0,4}-mer","Spectral",0.0427700122739116,0.0812917660548122,0.0560502981461338,-0.00595157232038623,0.00582635204402771,0.792139129651612
"low","{0,4}-mer","agglomerative.clust",0.0461466037327215,0.0892750865896887,0.0608431638129835,-0.00459596130065179,0.0112296645554291,0.783209443265735
"mockup","{0,4}-mer","AffinityPropagation",0.851450576422227,0.304468342492939,0.448091125029205,-4.31480841458455e-05,0.00903678399229818,0.189876570396238
"mockup","{0,4}-mer","BisectingKMeans",0.0661779132792704,0.157501601766765,0.0931717219949038,-0.00623063025389776,0.0591365959265509,0.756114339192079
"mockup","{0,4}-mer","GaussianMixture",0.047608728221869,0.162865796499801,0.073669057993996,-0.0158867355072346,0.0566333822293857,0.781751997000491
"mockup","{0,4}-mer","KMeans",0.0718056440383485,0.157720353387078,0.0986824859517709,-0.0215512976301581,0.0580101381305536,0.657877506667178
"mockup","{0,4}-mer","MiniBatchKMeans",0.0785492087184521,0.144720705026379,0.101828378143747,-0.0231864115783843,0.0575973987988233,0.809245007870681
"mockup","{0,4}-mer","Spectral",0.0819273035901661,0.155650801771337,0.107350384545566,-0.023210662934613,0.0597225806083901,0.793568090943683
"mockup","{0,4}-mer","agglomerative.clust",0.0819248195516147,0.158491519802333,0.108015862775045,-0.0219457516986099,0.0608943888904121,0.783209443265735
