,db,mn,algorithm,homogeneity,commpleteness,vmeasure,adjrand,adjmutual,silhouette
0,high,"{1,3}-mer",AffinityPropagation,0.6284483735310095,0.6467532483832055,0.6374694323430921,0.1470718892704685,0.42735515927059653,0.03298174660423692
0,high,"{1,3}-mer",GaussianMixture,0.11641234689657232,0.5043367258393671,0.18916185125279755,0.006193302820180121,0.15866572816365362,0.24854599057377486
0,high,"{1,3}-mer",BisectingKMeans,0.6034842076054596,0.5825796115294137,0.5928476858646087,0.08026417992010405,0.31308805791800715,-0.14239881286361464
0,high,"{1,3}-mer",MiniBatchKMeans,0.6739997394837818,0.6339588347730484,0.6533663953741923,0.13192852615393466,0.39649218017336335,-0.14534717730912608
0,high,"{1,3}-mer",KMeans,0.615370179594432,0.6384477048721408,0.6266965620385463,0.13262635304083628,0.41663629501611266,0.005392297261683295
0,high,"{1,3}-mer",agglomerative.clust,0.6281632911326018,0.6448121124106937,0.6363788295777396,0.13098798636738004,0.4239877845489323,0.0028504022910967896
0,high,"{2,2}-mer",AffinityPropagation,0.6417814292926489,0.6494663728615315,0.6456010323614346,0.14473673015322772,0.4283134830322931,0.009107376387999177
0,high,"{2,2}-mer",GaussianMixture,0.058076788560489215,0.30603991600465413,0.09762702600584645,-0.0003328584284442375,0.06289627602269145,0.023171340204892664
0,high,"{2,2}-mer",Spectral,0.45586630182549753,0.6518169820081543,0.5365096709353933,0.11585566572420211,0.4142966828614452,-0.3439193065102358
0,high,"{2,2}-mer",BisectingKMeans,0.586058759334482,0.5800416873308997,0.5830346993031787,0.07753034827036068,0.3150960684999419,-0.1565518933688257
0,high,"{2,2}-mer",MiniBatchKMeans,0.6621818558649275,0.6336697772212547,0.6476121469038258,0.13371964087298077,0.39819610517669174,-0.1829418649557106
0,high,"{2,2}-mer",KMeans,0.5952455473856701,0.6400355051939586,0.6168285085241898,0.13352087231637216,0.420581910026267,-0.03012820511924526
0,high,"{2,2}-mer",agglomerative.clust,0.6088768929209618,0.6469375474193063,0.6273304576428415,0.13642559763094955,0.42827227576248716,-0.03477894149647937
0,high,"{3,1}-mer",AffinityPropagation,0.6492328819813556,0.6463331437160765,0.6477797677489526,0.12488411775006102,0.4168139314278136,-0.01796853066418771
0,high,"{3,1}-mer",GaussianMixture,0.06146647071351818,0.31401472234812977,0.10280875362860523,0.0010281420896848291,0.07096938410752907,0.1156354401419962
0,high,"{3,1}-mer",Spectral,0.39307726309188457,0.6098138602985493,0.4780258945583106,0.06788339205721065,0.3613059539238305,-0.4096468713548494
0,high,"{3,1}-mer",BisectingKMeans,0.5696651497875496,0.5794025122852533,0.5744925731403082,0.07722459970386737,0.3188149492550143,-0.19153060644441708
0,high,"{3,1}-mer",MiniBatchKMeans,0.597439898300379,0.6283266133731085,0.6124941159969379,0.12159738784472365,0.398117831104904,-0.19161353706690637
0,high,"{3,1}-mer",KMeans,0.550319614093713,0.6317263107011031,0.5882197505620989,0.11210893454116526,0.4091616623963687,-0.08406361599102602
0,high,"{3,1}-mer",agglomerative.clust,0.5586056483140607,0.6316781268576643,0.5928988984634849,0.1018115445197134,0.4031231160610335,-0.06311688033480614
0,high,"{0,4}-mer",AffinityPropagation,0.3915329809448877,0.5075585207299301,0.44205934602914765,-0.003224761481607517,0.013841246604455222,0.24599698511017778
0,high,"{0,4}-mer",GaussianMixture,0.03142765724953801,0.29189092816072126,0.056745565881061076,-0.0011389920735332976,0.030096160117368757,0.7146828311329417
0,high,"{0,4}-mer",Spectral,0.41766363834274123,0.40334207236695474,0.4103779431591572,-7.264698882409602e-05,-1.094567562180865e-05,-0.8026414446372032
0,high,"{0,4}-mer",BisectingKMeans,0.2574477929658183,0.42838156115565007,0.32161320247963876,-0.0029994783154606093,0.05247744183654926,0.18410004759670492
0,high,"{0,4}-mer",MiniBatchKMeans,0.2847302512359013,0.4467214790249543,0.3477881415630459,-0.0018051138308832343,0.07817186234550266,0.3560400212080777
0,high,"{0,4}-mer",KMeans,0.1952037735655784,0.4157755732386491,0.26567497339179863,-0.0029745829840270885,0.06868324348694729,0.24000302110804136
0,high,"{0,4}-mer",agglomerative.clust,0.21340474951029237,0.41984810402235784,0.2829756833196578,-0.002268732931834115,0.08319838372773591,0.2080859713730455
