Sensibility,Specificity,F1,Acuracy,AUC,Precision,Recall
0.8247011952191236,0.9744,0.9488680322568438,0.9493670886075949,0.9823282868525897,0.9485754090323488,0.9493670886075949
0.8167330677290837,0.9744,0.9474339315868532,0.9480346435709527,0.9814454183266933,0.9471147223932287,0.9480346435709527
0.8047808764940239,0.9776,0.9477946921306776,0.9487008660892738,0.9821402390438247,0.9475370266502453,0.9487008660892738
0.8187250996015937,0.9756,0.9487383137558606,0.9493670886075949,0.9818358565737052,0.9484350208991776,0.9493670886075949
0.8067729083665338,0.9752,0.9462628629417335,0.9470353097934711,0.9795633466135458,0.9459335674719895,0.9470353097934711
0.8266932270916335,0.9776,0.9517530187571475,0.95236508994004,0.9818749003984064,0.9514922757420697,0.95236508994004
0.8147410358565738,0.9764,0.9486506968586468,0.9493670886075949,0.9808470119521913,0.9483549316229923,0.9493670886075949
0.8227091633466136,0.978,0.9513532917608233,0.9520319786808794,0.9836533864541833,0.9510987451485682,0.9520319786808794
0.8286852589641435,0.9752,0.9502136103553477,0.9506995336442372,0.9831609561752989,0.9499349696510682,0.9506995336442372
0.8107569721115537,0.9776,0.9488784299782105,0.9497001998667555,0.9798629482071713,0.9486149811074831,0.9497001998667555
0.8107569721115537,0.9756,0.9472993994075586,0.9480346435709527,0.9804581673306773,0.9469830248602042,0.9480346435709527
0.8107569721115537,0.9772,0.9485621570011358,0.9493670886075949,0.9810470119521912,0.9482859015251031,0.9493670886075949
0.7948207171314741,0.9776,0.945981329807388,0.9470353097934711,0.9808509960159363,0.9457415230070916,0.9470353097934711
0.8127490039840638,0.9776,0.949238970724805,0.950033311125916,0.9829378486055776,0.9489744172254683,0.950033311125916
0.8147410358565738,0.978,0.9499157844484744,0.9506995336442372,0.9826334661354582,0.9496629329258335,0.9506995336442372
0.8027888446215139,0.9776,0.9474327365218319,0.9483677548301133,0.9803617529880478,0.947177821357235,0.9483677548301133
0.8127490039840638,0.9772,0.9489226397575754,0.9497001998667555,0.9823912350597609,0.9486460448545215,0.9497001998667555
0.8187250996015937,0.9772,0.9500019943097352,0.9506995336442372,0.9824239043824702,0.9497268383857802,0.9506995336442372
0.8087649402390438,0.9784,0.9491506741532575,0.950033311125916,0.9820478087649404,0.9489192930889777,0.950033311125916
0.8087649402390438,0.982,0.9520116644152189,0.9530313124583611,0.9830278884462151,0.9519755348294371,0.9530313124583611
0.798804780876494,0.9776,0.9467077527352975,0.9477015323117921,0.9809131474103585,0.946459570760209,0.9477015323117921
0.8167330677290837,0.9792,0.9512271408075312,0.9520319786808794,0.9810980079681275,0.9510148748819033,0.9520319786808794
0.8107569721115537,0.976,0.9476147406035765,0.9483677548301133,0.9826613545816734,0.9473067451939715,0.9483677548301133
0.8027888446215139,0.9756,0.9458549021064587,0.9467021985343105,0.9815203187250996,0.945531838723642,0.9467021985343105
0.8127490039840638,0.9784,0.9498723391632959,0.9506995336442372,0.981177689243028,0.949635239935145,0.9506995336442372
0.8227091633466136,0.9776,0.9510364450102947,0.9516988674217188,0.9824254980079681,0.9507725503540602,0.9516988674217188
0.8067729083665338,0.9784,0.9487893110632041,0.9497001998667555,0.9823075697211155,0.9485614141319217,0.9497001998667555
0.8067729083665338,0.9784,0.9487893110632041,0.9497001998667555,0.9814565737051794,0.9485614141319217,0.9497001998667555
0.8266932270916335,0.9796,0.9533401508685971,0.9540306462358428,0.9810015936254979,0.9531296141271753,0.9540306462358428
0.8047808764940239,0.9804,0.9500140257754063,0.9510326449033978,0.9826525896414343,0.9498946220117468,0.9510326449033978
0.796812749003984,0.98,0.9482448380897806,0.9493670886075949,0.9816199203187251,0.948134774193264,0.9493670886075949
0.8147410358565738,0.9784,0.9502326437536222,0.9510326449033978,0.9809521912350598,0.94999331080984,0.9510326449033978
0.8386454183266933,0.9784,0.9545293597511187,0.9550299800133244,0.9833019920318725,0.9542957959434509,0.9550299800133244
0.8266932270916335,0.9748,0.9495408213060956,0.950033311125916,0.9825657370517927,0.9492551893417086,0.950033311125916
0.8027888446215139,0.9808,0.9499696075818239,0.9510326449033978,0.9834366533864541,0.949883839413074,0.9510326449033978
0.8087649402390438,0.9752,0.9466237506820144,0.9473684210526315,0.9810438247011952,0.9462970714788104,0.9473684210526315
0.8207171314741036,0.9772,0.9503610856311263,0.9510326449033978,0.9813505976095618,0.9500872290871236,0.9510326449033978
0.8007968127490039,0.9784,0.9477030833177402,0.9487008660892738,0.98102390438247,0.9474881370000519,0.9487008660892738
0.8207171314741036,0.9752,0.9487817794948824,0.9493670886075949,0.9835123505976096,0.9484791432996849,0.9493670886075949
0.8047808764940239,0.978,0.948111023792518,0.9490339773484344,0.9826414342629483,0.9478696177445782,0.9490339773484344
0.8207171314741036,0.9768,0.9500447615734593,0.9506995336442372,0.9827760956175298,0.9497629928674488,0.9506995336442372
0.8087649402390438,0.9784,0.9491506741532575,0.950033311125916,0.9811760956175299,0.9489192930889777,0.950033311125916
0.8207171314741036,0.9784,0.9513114617759273,0.9520319786808794,0.983,0.9510679309473408,0.9520319786808794
0.8147410358565738,0.9792,0.9508670741324208,0.9516988674217188,0.9817298804780876,0.950658181701681,0.9516988674217188
0.7928286852589641,0.9764,0.9446711063430159,0.9457028647568287,0.9829617529880479,0.9443801704846047,0.9457028647568287
0.8107569721115537,0.978,0.9491949383411785,0.950033311125916,0.9822414342629482,0.9489454224617659,0.950033311125916
0.8107569721115537,0.9772,0.9485621570011358,0.9493670886075949,0.9812677290836653,0.9482859015251031,0.9493670886075949
0.8047808764940239,0.9772,0.9474785964863808,0.9483677548301133,0.9812812749003984,0.9472058137578042,0.9483677548301133
0.8187250996015937,0.9776,0.9503184959272629,0.9510326449033978,0.981783266932271,0.9500531006379356,0.9510326449033978
0.8266932270916335,0.9752,0.9498561609876969,0.9503664223850766,0.9834557768924302,0.9495709228006758,0.9503664223850766
