"AUC_C5","AUC_sda","AUC_rf","AUC_knn","AUC_pda"
1,1,1,1,1
0.8559576547125,0.915376579197345,0.930880659820347,0.850620938062798,0.921516030451773
0.879705464529011,0.932476654138282,0.932731631234829,0.849188004071725,0.932676483165403
0.858716177507104,0.916848430314992,0.930084041682352,0.846804829908278,0.916441193529718
0.891014809075604,0.936411470768289,0.949336510942761,0.871161616161616,0.930733251868432
0.857912527119128,0.929773619050105,0.937340478625421,0.845117845117845,0.931176995729365
0.878483650487396,0.933956807892797,0.9449196787609,0.863636363636364,0.937222046985411
0.838561088359504,0.927030970918989,0.933336463145328,0.851630094043887,0.90962629658853
0.874149188095984,0.92571665218304,0.927031893004115,0.847309880413329,0.904000201715284
0.852377651970693,0.925848282058863,0.932696163962479,0.850889078818453,0.917026663477934
0.867727007023093,0.916088334948815,0.946504698712716,0.850193602693603,0.916145748307996
0.892779972494303,0.92215731600517,0.950056281459375,0.873998316498316,0.930528478026637
0.872822288541985,0.917380879502091,0.930111298166854,0.831018518518518,0.918434971219238
0.854398304010804,0.92034280996781,0.931920066507566,0.837586302586303,0.908698702223702
0.877843757439717,0.932964540182975,0.944678451178451,0.869023569023569,0.936183098252935
0.869734586079065,0.93316861873114,0.936684269843448,0.848020434227331,0.916804906137891
0.837776716427012,0.943091143057183,0.931443912009917,0.830656565656566,0.927026001334605
0.867984530079619,0.939349960771068,0.94686282891612,0.856437942644839,0.935614123353587
0.853855261367888,0.905135009607863,0.934009019062681,0.855648148148148,0.908557470751284
0.877109535945082,0.921712586080989,0.941742740460253,0.849600877690765,0.916362695046061
0.872766618935201,0.908223357457074,0.936831451634656,0.846336932543829,0.915511331552829
0.888414612241948,0.928119749685406,0.937074007116621,0.852070707070707,0.929190512953015
0.871548411081675,0.933363297435049,0.940026058800005,0.846801346801347,0.935256137363417
0.861782538527942,0.918288317671475,0.924797041653244,0.85165872205198,0.913906181026482
0.886924272183111,0.940793669013366,0.94562257677788,0.84469696969697,0.934086435966236
0.882875897017311,0.915346223174506,0.934605737509778,0.86026936026936,0.921703567663164
0.88422365489916,0.92242553906064,0.936408487229194,0.844907407407407,0.908894061351674
0.872007878118087,0.931254162337315,0.942152740470742,0.868480725623583,0.924673662126314
0.844790391361397,0.924483609592084,0.931246637729571,0.849747178564913,0.911588077650041
0.833976975138591,0.914838621909329,0.925914872632044,0.834511784511785,0.918512286429829
0.885088681427065,0.926183127572016,0.947085331428766,0.854882154882155,0.932385986168293
0.872581603067714,0.945749997874367,0.932201810827126,0.834090909090909,0.935360858160732
0.871822575105403,0.931240570129459,0.917665620948449,0.82996632996633,0.925458473438271
0.872549121189839,0.923244078718217,0.94266718326889,0.85909439219784,0.92366858399102
0.873456008769924,0.920837528893955,0.940443423260821,0.867060838267735,0.914693756325592
0.878231072025544,0.930905472814713,0.951363990107335,0.858095972627992,0.93395022909141
0.874721350712512,0.921716406489134,0.937663025456586,0.837390572390572,0.911516224309334
0.871795261279996,0.918279520892732,0.936201811173437,0.848484848484848,0.920628962708376
0.859440877631534,0.934273926129987,0.954536084753256,0.860606060606061,0.939635211955152
0.872802737657682,0.930111940800219,0.925210032357084,0.853535353535353,0.916984621882437
0.862680891405639,0.939021953542156,0.942272047070027,0.857744107744108,0.923407727873285
0.875547350610482,0.933505934768561,0.943309887596504,0.865319865319865,0.92431796014498
0.863822034134711,0.927792996357858,0.939473567055567,0.844928687625317,0.915800459098609
0.865435712342278,0.928931571608339,0.935633693840765,0.851851851851852,0.906944019317757
0.858017651760224,0.917463135014234,0.943698840754545,0.866676569617746,0.917492537831459
0.877780030949223,0.918782741675624,0.941309530588953,0.852474747474747,0.913761692477002
0.878167376282202,0.934700017618041,0.942905904980033,0.872672852556573,0.931245064575755
0.876882811336399,0.927208637225617,0.940975580723055,0.855925925925926,0.931274091971766
0.860201871407679,0.930129897459443,0.941799093629902,0.92536741573989,0.922151930197131
0.838939692536919,0.906990313132298,0.925320773622101,0.849673367115227,0.901586702502069
0.889148970768289,0.916059553872054,0.935847160578852,0.843813131313131,0.9255431665307
