"AUC_C5","AUC_sda","AUC_rf","AUC_knn","AUC_pda"
1,1,1,1,1
0.802991455246767,0.835332894719868,0.772833261208392,0.720422616974341,0.802569993444253
0.789661583214298,0.849604791602898,0.785928067501615,0.739739057239057,0.802563141941299
0.77146202649785,0.810367000994203,0.772386775910384,0.722633309842612,0.779949878552181
0.78122818240285,0.818276110325821,0.788231404194405,0.751768622555139,0.789320874924098
0.789561862952602,0.828388785672084,0.792243471635943,0.742423459400203,0.776396123951914
0.790087852430024,0.846089259599361,0.777072598884468,0.723905723905724,0.806771417882529
0.804001186103459,0.831723166003469,0.760122266435398,0.71780303030303,0.788971363466313
0.781717529409971,0.840460802146626,0.781796104549501,0.72257053291536,0.791609054670706
0.806110901479675,0.810917910088931,0.762130821450309,0.758230292885901,0.77886682334784
0.808059020338061,0.84865489915995,0.786519976703057,0.731271043771044,0.806140104751216
0.816186125431671,0.841128913888249,0.809814924201345,0.764495895282412,0.803266482161684
0.796298772292764,0.82976372631458,0.778709777151522,0.740408104028794,0.804371612333499
0.82016518828861,0.815870701969187,0.790712762090603,0.743813131313131,0.769799829099072
0.797324176954732,0.834724925177703,0.816870945566779,0.773131313131313,0.797720417134306
0.822991173783581,0.830113951543767,0.788281778659696,0.753744339951236,0.795146988285268
0.786548141346121,0.820378660340782,0.763686953712206,0.690025252525253,0.76731222154202
0.781647896590425,0.818656200927187,0.781906784083726,0.746545918959712,0.789580760583895
0.78505198859605,0.809715933279152,0.798461510495645,0.745094624404969,0.785515963067339
0.796344965972273,0.807661545209438,0.743651246002343,0.722048066875653,0.76553178364394
0.824058610090807,0.826897287266605,0.818061799603782,0.813920449231371,0.819346112641567
0.795411960118426,0.818793790394365,0.766518947617942,0.741984209915244,0.767971834242811
0.81431199255999,0.830986047635299,0.804078313613319,0.770869615697202,0.797602461395565
0.796163282276096,0.81964056063988,0.810462252189355,0.762484583664359,0.792663733005919
0.787794293949597,0.822299170152705,0.779577657892052,0.754840067340067,0.800516741488964
0.768319134101962,0.822662653470734,0.771114767200626,0.736363636363636,0.792427834505919
0.821415855585679,0.838358873036001,0.82662840222815,0.820015871107141,0.799434251815204
0.810589451005237,0.831704060019188,0.779038723306987,0.716564873541618,0.782350040312013
0.818125019279001,0.825969051568065,0.800614149877128,0.722887792655235,0.787675419135367
0.749033541714819,0.814785099326946,0.742016050311054,0.727465986394558,0.761946081615995
0.793187712634994,0.828071029211649,0.789224672098353,0.736617107403624,0.79763119409584
0.790703754718906,0.820975963337074,0.770276417372377,0.730639730639731,0.787124925472689
0.783862616059586,0.803802333095262,0.77772251130837,0.733501683501683,0.776964935550794
0.785040216984661,0.824588477366255,0.7793703023501,0.71952861952862,0.817109648675305
0.815499029946879,0.842079861146936,0.808703785863019,0.746718117504634,0.806237000199093
0.775501224364861,0.822828452878958,0.785418367173418,0.798878409516036,0.778860788014828
0.801094352521546,0.81477793865718,0.798411038849127,0.738489766579654,0.786040043303691
0.820491575455003,0.829598961869948,0.793828069385366,0.790994966500017,0.772420595130452
0.800077798183859,0.814699499200762,0.800524712614359,0.766203703703704,0.780210565248444
0.767673758353023,0.810091991683184,0.784851599259725,0.725191994854916,0.794115157552906
0.801062396369399,0.838661555975141,0.791603566402114,0.757008285098173,0.788101430068857
0.805481158385199,0.826914983164983,0.780410906200047,0.748106060606061,0.794141966806108
0.812920742150824,0.83872344582281,0.78307384794489,0.757484583664359,0.810255912891255
0.834651476743518,0.850183387925464,0.80944421722156,0.774619760826657,0.817312181961259
0.814249967743026,0.838159164464086,0.808664583910889,0.754138855124077,0.791837031474788
0.792483489142264,0.812499224143795,0.771932386788763,0.734166666666667,0.77915536892494
0.805662018331463,0.805089263000374,0.779115043958099,0.733989898989899,0.791921352413019
0.782820311702887,0.82485524436282,0.791561447811448,0.754840067340067,0.791363763901643
0.781878124681155,0.813236531986532,0.779153594021018,0.71233164983165,0.804283363942455
0.775814241030924,0.807127975749677,0.780004481658115,0.72146193113935,0.763533565260512
0.792981902356902,0.829745264088698,0.792371314151617,0.753156565656566,0.779974619936741
