"AUC_C5","AUC_sda","AUC_rf","AUC_knn","AUC_pda"
1,1,1,1,1
0.86705571289581,0.931441551023531,0.936885547262982,0.862353466639181,0.931245797102128
0.852902765023977,0.927355201850151,0.920107642077339,0.822727272727273,0.929748435820391
0.885702927422372,0.942251795735129,0.94514488402544,0.856094276094276,0.940219004863449
0.861884841682822,0.921310644322008,0.928886933306125,0.928371467197225,0.907608279767371
0.8703884382546,0.931293681767167,0.943426266027276,0.855218855218855,0.936511580450974
0.852550443753169,0.930285600108832,0.939216869185157,0.851342886226607,0.948664370587086
0.870490468659661,0.92474938781757,0.929316311260756,0.838173400673401,0.924440108152229
0.911744762439207,0.939758485528687,0.951599326599327,0.887205387205387,0.941232612318471
0.866284481791091,0.935112628197686,0.938778429409033,0.859333565540462,0.933209934594992
0.872088442795513,0.925575873808197,0.940895384077202,0.87007437007437,0.916609699690508
0.893305808579232,0.919629506489486,0.943372978595897,0.858585858585859,0.917819053181296
0.868138312913878,0.928314836978723,0.937817655138759,0.869086936783566,0.932018694492307
0.889810974015084,0.92252901709537,0.929830641255232,0.843202136305584,0.934858570612663
0.908227901914771,0.927310666164724,0.953472669338221,0.870138163241611,0.94061771787303
0.889409724347856,0.944014454307384,0.953124409073904,0.952305708601163,0.944569474203313
0.880918225587747,0.933463098633828,0.940215034623796,0.868302591128678,0.923092733808588
0.889155265462986,0.931713255779814,0.937257807928804,0.866831581117295,0.930524874856585
0.890749106940765,0.936068366821589,0.944415870067211,0.853710669917566,0.946827681916653
0.863783032343638,0.931348948236574,0.932290072441588,0.843013468013468,0.923088205285175
0.867001373305797,0.928450256366052,0.931018307421129,0.831858818065714,0.927616842405244
0.866178566297026,0.928476783497212,0.946968263003049,0.848674951764839,0.931780419940142
0.883049283301809,0.935359720713256,0.948392937029301,0.866855366855367,0.932806572288122
0.900826137196538,0.926965067860631,0.941664999779628,0.855047069332784,0.929068241162397
0.87510766580534,0.930622191692194,0.946500920646446,0.842925377809099,0.939484600131769
0.849888755221149,0.926091231000792,0.935696325877204,0.839558374442095,0.919260433795318
0.871139249183757,0.927755256691494,0.944548781161786,0.877483164983165,0.933267151736217
0.885609040994216,0.92982464674473,0.941638502273678,0.865547633194692,0.941481176390564
0.847680795019157,0.936244731800766,0.931438026819923,0.838333333333333,0.926711494252873
0.897863313267354,0.938999102982689,0.949686256504438,0.870159932659933,0.942929930619324
0.898570929309348,0.945624830682302,0.954774876361432,0.875188668292117,0.95221517391493
0.869661602800492,0.925736701863686,0.923283001977446,0.835636638493781,0.937128690533452
0.881048423904756,0.930833175175677,0.938583895633323,0.864614964133423,0.932226140640541
0.866298188110057,0.919912508927661,0.932289541033228,0.853324915824916,0.923179607523042
0.857783515555051,0.914178242532005,0.939468933652341,0.851284379374267,0.927672502528202
0.876192480359147,0.922411722443288,0.937544638302214,0.870159932659933,0.923833239805462
0.88454261113998,0.9216176129789,0.927417675699917,0.858585858585859,0.92263119409584
0.864955385153051,0.92891369723005,0.944277206935253,0.932247071610098,0.934137200989343
0.893304892357923,0.937169464000272,0.944167580689045,0.861531986531986,0.941245366119103
0.81597316227764,0.931717033192745,0.925042167790721,0.858590776680664,0.933534180951918
0.861981187254267,0.925195202356349,0.94379602737895,0.861952861952862,0.92775812308347
0.872049767382404,0.921516042815242,0.926585018887353,0.840589806107047,0.925224027104905
0.860551375919747,0.911396753449909,0.928685383677723,0.838091802377517,0.918740380522164
0.868498105516839,0.926350078776964,0.931631921952277,0.853565108448829,0.932154070459509
0.845519718364445,0.915442898466301,0.926074581358966,0.837313444522747,0.921823051990423
0.878791190821376,0.916555095627799,0.93708797314623,0.866748884190745,0.923126812720423
0.873717711628065,0.93355907560453,0.943549021358365,0.86489898989899,0.924116512996383
0.857700409397,0.925134747092134,0.940925836011631,0.848745791245791,0.926317998163453
0.874329111873091,0.936721898743803,0.945828398997733,0.861952861952862,0.931171129446013
0.884993019419787,0.933304339693229,0.950851503247968,0.862457912457912,0.931127112879638
0.858599037513179,0.924887766554433,0.939308488929701,0.851683501683502,0.935339931299527
