"AUC_C5","AUC_sda","AUC_rf","AUC_knn","AUC_pda"
1,1,1,1,1
0.981949863194422,0.996346582155114,0.999580728123194,0.973029261689055,0.995620400742823
0.987219086253343,0.999896928468357,0.999823744175056,0.971363292791864,0.998621418264275
0.977819832230343,0.99647065803856,0.999755517831636,0.979692384141652,0.997524351930987
0.991115389747081,0.998101057563502,0.999190930221332,0.981360168768122,0.99622748634463
0.988837646668978,0.998277448019716,0.999948795354258,0.988333333333333,0.998361099749398
0.979934969972796,0.999991049051199,0.999990956773377,0.979912280701754,0.999540816326531
0.989586605972529,0.998173568474563,0.999411855636159,0.977957369295735,0.998466908740135
0.978243798663721,0.998173400673401,0.999686973905724,0.983181818181818,0.997921781994048
0.981699178473847,0.996474664946683,0.999402536657691,0.976344375092534,0.997377479472472
0.982203816714238,0.99988929175121,0.999906385368146,0.983164983164983,0.998970757824018
0.989818532247513,0.99642472655773,0.999921537905687,0.976326842306224,0.998772658819361
0.989237089469539,0.999897969594939,0.999765840997533,0.971345760005554,0.999760877195012
0.985083572731224,0.998282009670494,0.99974196878032,0.971363292791864,0.998744014944309
0.975532531997326,0.998239975512703,0.999914801141352,0.978114478114478,0.998391372669872
0.980417234342277,0.994721871492705,0.999275112595022,0.968177609427609,0.992376347191411
0.990420623358003,0.998255753410393,0.999982819622515,0.96797875663855,0.999482140820506
0.991474409038842,0.996616161616162,0.99996632996633,0.985,0.998095081818918
0.985147908406903,0.998200321469835,0.999943374449325,0.988198309626881,0.9927280057522
0.987639560877003,1,0.999957053528482,0.976430976430976,0.999991410705696
0.988273691578796,1,0.999922597031694,0.988180776840571,1
0.974546857134818,0.998046625046326,0.999196362642356,0.986479377104377,0.997179040636326
0.96647926871183,0.996394664511771,0.999854755686267,0.984848484848485,0.994370533759267
0.980394847385229,0.996364708254436,0.999628970995349,0.979896907216495,0.993592950066625
0.991337172071442,0.998225202032727,0.999969220940764,0.971563573883161,0.999965196478907
0.98664499572419,1,0.999991497466245,0.974747474747475,0.999389948681511
0.988150156255424,0.998206035241446,0.999893334837493,0.974931618591413,0.999982101947308
0.98689926833528,0.999863693755739,0.999518283744474,0.978114478114478,0.997740523503172
0.975307439407161,0.998638109831041,0.999829483474512,0.978079766739561,0.996980335369999
0.984003399954413,0.998114574209646,0.999050166944435,0.973063973063973,0.998195081700719
0.978938011629283,0.996532933043189,0.999878492114595,0.981412058731646,0.999440085696287
0.984061547872299,0.99995756888614,0.999914085805102,0.983264951924746,0.999906886736784
0.982434624370366,1,0.999991497466245,0.984848484848485,1
0.981047989220891,1,0.999974045906144,0.983164983164983,0.997785804892796
0.984577091613443,0.99996632996633,0.999902894928668,0.983281786941581,0.998035439681031
0.984384218364183,0.999982101947308,0.999877145973197,0.98800505050505,0.999982821411393
0.983566630311069,0.998163137612295,0.9999820962382,0.981481481481482,0.998630146907412
0.969188652174547,1,0.999877886690285,0.983164983164983,0.999557297145662
0.985639903557589,1,0.999943233427891,0.986514807943379,1
0.979483885321006,0.99826123184709,0.99984927363493,0.983164983164983,0.998903903754434
0.983094130782752,0.997889979918722,0.999630995878088,0.981447124304267,0.995904205369485
0.990524821267411,0.99812753384182,0.999664486225605,0.98989898989899,0.994873102621937
0.984004706985156,0.996445239650488,0.999620489515412,0.986462563782151,0.997155025909061
0.988065594512388,0.999983164983165,0.99996632996633,0.974965986394558,0.999974747474747
0.995169672378775,0.998250736531987,0.99983153939835,0.971275252525253,0.997884305558213
0.989448065504388,0.996547971295446,0.999846780871312,0.966312787741359,0.996887026096532
0.989173121256982,0.999991497466245,0.999667341942234,0.988215488215488,0.99994898479747
0.980115806502525,0.996490556607744,0.999198632374088,0.969566498316498,0.991414367262694
0.987718817616655,0.998260092332257,0.999939517164417,0.986531986531987,0.99998299493249
0.982967885154474,0.998677806981378,0.999805019513474,0.969898302755446,1
0.991400091085562,0.999982284580499,0.999956776979234,0.978044690098261,0.997079215402147
